7.424942e-01 3.105217e-01
1.099914e-01 1.827179e-01
1.086168e-01 2.147230e-01
1.284018e-01 1.169578e-01
1.632007e-01 1.323076e-01
5.324457e-02 3.430067e-02
1.300627e-01 2.338874e-02
5.632621e-02 1.359520e-02
3.821480e-02 1.343639e-02
7.576390e-02 2.449385e-02
4.185221e-02 3.219910e-02
3.720984e-02 2.766358e-02
2.619226e-02 1.285835e-02
6.953827e-03 9.784492e-03
3.066943e-02 4.033019e-03
5.197558e-03 1.750109e-03
1.636447e-02 1.227292e-02
2.292655e-02 5.374681e-03
1.649389e-02 2.822254e-03
1.991731e-02 1.207243e-02
5.648320e-03 6.569811e-03
7.630838e-03 9.282171e-03
1.045165e-02 7.898334e-03
1.207106e-02 9.079087e-03
1.361281e-02 1.363954e-02
9.507555e-03 7.889224e-03
1.016154e-02 8.596882e-03
7.195268e-03 4.069177e-03
1.182186e-02 1.057569e-02
1.413656e-03 1.283407e-02
9.062013e-03 5.057072e-03
1.035936e-02 3.101873e-03
1.096833e-02 1.115984e-02
1.393696e-02 8.914625e-03
1.040895e-02 6.214734e-03
1.828785e-02 6.650753e-03
9.382943e-03 1.354035e-02
1.270395e-02 1.346798e-02
7.889099e-03 1.027898e-02
7.632253e-03 3.692445e-03
3.730910e-03 2.023513e-02
1.047393e-02 7.495657e-03
1.646547e-02 1.460357e-02
1.084621e-02 2.645107e-03
2.001147e-02 1.329142e-02
1.332128e-02 4.790927e-03
8.668278e-03 4.818858e-03
1.091837e-02 3.321469e-03
5.833155e-03 2.339777e-02
1.046604e-02 1.642881e-02
1.108729e-02 1.562953e-02
7.527273e-03 5.096587e-03
1.171155e-02 1.404135e-02
3.494036e-03 1.212233e-02
1.510639e-02 1.558116e-02
1.956539e-02 1.174408e-02
1.185769e-02 1.635447e-03
1.804534e-02 9.408745e-03
4.494607e-03 6.491531e-03
1.331054e-02 1.161635e-02
1.358696e-02 1.501374e-02
1.785473e-03 5.846836e-03
5.605098e-03 1.099504e-02
1.251024e-02 1.727243e-02
7.287135e-03 3.092311e-03
1.560644e-02 9.812977e-03
9.642843e-03 8.549325e-03
1.443895e-02 1.663159e-02
1.025106e-02 1.786244e-02
6.563746e-03 8.683060e-03
9.764524e-03 7.140735e-03
1.049961e-02 6.449027e-03
8.977200e-03 7.108865e-03
7.752990e-03 3.027709e-03
5.940014e-03 1.012281e-02
8.657364e-03 7.504299e-03
1.271858e-02 7.019452e-04
8.491076e-03 5.708329e-03
5.455839e-03 1.359225e-02
9.340118e-03 9.242183e-03
6.069618e-03 3.079591e-03
5.384464e-03 2.027003e-02
4.851110e-03 1.605696e-03
7.047237e-03 3.684694e-03
1.340563e-02 1.333693e-02
1.480779e-02 6.045551e-03
1.525973e-02 8.842924e-03
9.013249e-03 4.034097e-03
9.439351e-03 2.305145e-03
1.458026e-02 5.477114e-03
1.777285e-02 9.129168e-03
1.310178e-02 7.985751e-03
1.502879e-02 1.061839e-02
1.060214e-02 9.337740e-03
3.664793e-03 6.191399e-03
1.705947e-02 9.249172e-03
4.302893e-03 2.598923e-03
1.505319e-02 1.560158e-02
1.142050e-02 1.669123e-02
1.125524e-02 1.259168e-02
9.026551e-03 1.093151e-02
7.217410e-03 9.622999e-03
1.069318e-02 6.011573e-03
4.352661e-03 6.751165e-03
1.387160e-02 1.810281e-03
1.762992e-02 6.465919e-03
8.331747e-03 1.563154e-02
5.797536e-03 6.435504e-03
6.368091e-03 2.107966e-02
2.955087e-03 4.633830e-03
1.638738e-02 1.248144e-02
1.111855e-02 1.230645e-02
2.365867e-02 8.631256e-03
6.556280e-03 6.833437e-03
6.278342e-03 2.031370e-02
9.192873e-03 4.819765e-03
1.993687e-03 6.557414e-03
2.009248e-02 1.252072e-02
8.592387e-03 9.116209e-03
1.049508e-02 3.976934e-03
1.139192e-02 2.088721e-03
4.079160e-03 4.708428e-03
2.039063e-02 8.692074e-03
6.993312e-03 4.017720e-03
1.411926e-02 5.195971e-03
8.613334e-03 4.772059e-03
6.352410e-03 6.695849e-03
2.079146e-02 8.724340e-03
3.689517e-03 9.947412e-03
2.414999e-02 1.265928e-02
4.161946e-03 5.237208e-03
1.084641e-02 8.704843e-03
1.707619e-02 1.031829e-02
8.406924e-03 4.677135e-03
2.253895e-02 3.996981e-03
4.879685e-03 8.026600e-03
1.997824e-02 7.763559e-03
7.010289e-03 1.044142e-02
8.442907e-03 5.046438e-03
1.575936e-02 3.620488e-03
4.730813e-03 2.556696e-03
1.129565e-02 1.062218e-02
4.949949e-03 3.537398e-03
9.631911e-03 5.954178e-03
1.161632e-02 6.854695e-03
7.683057e-03 2.643907e-03
2.988447e-03 7.635958e-03
8.229918e-03 7.216398e-03
8.537292e-03 1.849073e-03
9.007528e-03 6.156606e-03
1.398523e-02 2.198666e-03
1.162471e-02 1.606870e-03
1.346155e-02 4.487555e-03
3.911972e-03 7.154524e-03
9.024559e-03 1.672321e-03
1.057336e-02 7.060290e-03
9.830372e-03 8.072700e-03
1.199280e-02 3.509230e-03
1.273551e-02 9.144294e-04
7.731077e-03 5.974390e-03
3.984346e-03 9.580602e-03
7.411341e-03 8.702746e-03
7.022046e-03 8.180900e-03
1.173278e-02 6.956933e-03
2.352968e-03 5.154015e-03
9.506424e-04 1.815574e-02
5.508935e-03 2.433998e-03
4.210794e-03 1.844541e-02
6.065241e-03 6.796033e-03
1.852184e-03 1.124932e-02
1.010608e-02 1.159533e-02
9.518349e-03 4.068248e-03
5.040187e-03 1.165090e-02
3.725637e-03 7.181886e-03
5.911373e-03 4.912185e-03
4.736202e-03 8.057934e-03
1.069964e-02 1.602619e-02
1.023060e-02 3.508657e-03
1.429319e-02 1.703225e-02
4.896213e-03 4.955034e-03
7.907942e-03 1.085564e-02
7.143696e-03 1.423846e-02
5.591188e-03 7.927191e-03
